# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in All F02 field AND MagI between 17.5 and 24.75 AND Spectroscopic Redshift between 0.5 and 0.9 AND  Spectroscopic Redshift quality flag  in (2,3,4,9,22,23,24,29)
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	MAG_U_CFHTLS 	MAGERR_AUTO_U 	MAG_G_CFHTLS 	MAGERR_AUTO_G 	MAG_R_CFHTLS 	MAGERR_AUTO_R 	MAG_I_CFHTLS 	MAGERR_AUTO_I 	MAG_Z_CFHTLS 	MAGERR_AUTO_Z 	MAG_AUTO_J_WIRDS 	MAGERR_AUTO_J_WIRDS 	MAG_AUTO_H_WIRDS 	MAGERR_AUTO_H_WIRDS 	MAG_AUTO_K_WIRDS 	MAGERR_AUTO_K_WIRDS 	AGE 	E(B-V) 	STELLAR_MASS 	SFR 	 	ZMETHOD 	EW_OII_3727 	D_EW_OII_3727 	EW_OIII_5007 	D_EW_OIII_5007 	EW_HALPHA 	D_EW_HALPHA 	EW_HBETA 	D_EW_HBETA 	 
020209058	VVDS-J022614.40-043207.1	36.5600315	-4.5353127	0.8805	4	22.9314	24.4057	0.263	24.3289	0.104	23.9008	0.0693	23.6814	0.0666	22.9314	0.0464	24.314171	0.020600	23.971899	0.011000	23.662958	0.010500	22.890273	0.010000	22.691817	0.015000	22.270445	0.047200	22.323275	0.047700	22.030748	0.036800	160896000	0.300	9.46664	0.997794	3	K	-50.66	2.29	0.00	-9.99	0.00	-9.99	-9.00	4.40
020209246	VVDS-J022627.51-043211.6	36.6146305	-4.5365673	0.8636	4	20.1972	-99.9	-99.9	24.267	0.1089	22.5538	0.0404	21.5583	0.0213	20.1972	0.0093	24.408271	0.034400	23.244554	0.010000	21.684092	0.010000	20.414560	0.010000	19.837541	0.010000	19.250801	0.010000	18.952083	0.010000	18.622962	0.010000	1608980000	0.100	11.1617	-3.58768	1	K	-1.00	0.38	-0.08	0.90	0.00	-9.99	0.00	-9.99
020209259	VVDS-J022606.02-043205.1	36.5251148	-4.5347554	0.8890	4	22.7079	-99.9	-99.9	23.8569	0.0779	23.5022	0.0531	23.3122	0.051	22.7079	0.0387	23.820412	0.012900	23.527323	0.010000	23.260894	0.010000	22.596671	0.010000	22.365221	0.010600	22.200319	0.067300	22.204989	0.047900	21.771522	0.030000	-99.9	-99.9	-99.9	-99.9	-99.9	V	-40.27	1.50	0.00	-9.99	0.00	-9.99	-20.17	8.65
020209270	VVDS-J022717.92-043203.4	36.8246822	-4.5342831	0.6117	4	23.8582	-99.9	-99.9	25.6776	0.2519	24.5855	0.1227	24.07	0.0946	23.8582	0.1075	26.606972	0.169800	24.959854	0.025400	24.000292	0.013900	23.521960	0.012400	23.433541	0.028200	23.225601	0.095300	22.976683	0.087800	23.731562	0.192200	718701000	0.000	8.82709	-2.08851	3	K	-21.36	2.51	-5.43	3.02	0.00	-9.99	-5.34	5.47
020209292	VVDS-J022543.65-043204.3	36.4319119	-4.534549	0.5867	3	23.2982	-99.9	-99.9	24.7939	0.1072	24.1703	0.0732	23.7704	0.0625	23.2982	0.0692	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	718701000	0.100	8.94849	-0.338654	3	K	-55.83	7.25	-51.99	12.06	0.00	-9.99	-11.78	7.45
020209322	VVDS-J022737.62-043204.3	36.9067828	-4.5345438	0.7766	4	23.0495	-99.9	-99.9	24.7217	0.135	24.2491	0.0865	23.7071	0.0663	23.0495	0.0514	24.753359	0.026500	24.330459	0.011900	23.867221	0.010200	23.122791	0.010000	22.935436	0.014800	22.735927	0.074600	22.285394	0.055500	22.856925	0.101600	286119000	0.200	9.27941	0.222628	3	K	-38.59	1.86	-40.81	19.89	0.00	-9.99	-13.69	7.48
020209439	VVDS-J022622.74-043203.1	36.5947699	-4.5342075	0.8131	3	23.5229	24.5938	0.2583	24.8074	0.1362	24.5464	0.104	24.0996	0.0857	23.5229	0.0737	24.694265	0.021900	24.475441	0.012800	24.187401	0.012900	23.608238	0.010500	23.426530	0.023000	23.046066	0.064400	23.689492	0.130600	22.833531	0.067400	127804000	0.300	8.94123	0.853870	4	K	-45.90	3.56	-29.30	8.79	0.00	-9.99	-19.47	22.41
020209485	VVDS-J022534.61-043201.2	36.3942368	-4.5336873	0.8068	3	23.9168	25.1361	0.711	25.0899	0.0983	25.0205	0.1214	24.5906	0.1052	23.9168	0.0961	24.990016	0.033000	24.812834	0.018200	24.484805	0.017500	23.962885	0.015000	23.758096	0.031600	24.018076	0.355200	23.929842	0.222500	26.041761	1.470600	9999980	0.400	8.39159	1.39184	4	V	-61.41	13.33	-91.34	50.18	0.00	-9.99	-3.25	69.59
020209520	VVDS-J022643.51-043205.3	36.681296	-4.5348199	0.7227	4	22.1724	23.7984	0.1697	23.7071	0.0691	23.2228	0.0503	22.6892	0.0382	22.1724	0.03	23.773236	0.012300	23.359873	0.010000	22.862558	0.010000	22.251761	0.010000	22.073465	0.010000	21.964758	0.029400	21.868055	0.031200	21.559544	0.026200	718701000	0.100	9.56701	0.283812	3	K	-39.59	7.42	-12.89	3.70	0.00	-9.99	-13.02	6.41
020209531	VVDS-J022553.45-043211.5	36.47275	-4.5365393	0.8641	3	21.9238	-99.9	-99.9	23.3287	0.0556	23.0039	0.0464	22.6339	0.0402	21.9238	0.0384	23.748465	0.020900	23.229833	0.010000	22.831533	0.010000	22.142364	0.010000	21.889682	0.012200	21.792554	0.086900	21.328874	0.037100	21.239605	0.031600	9999980	0.500	9.39432	2.39456	3	M	-19.87	2.66	0.00	-9.99	0.00	-9.99	-14.41	6.05
020209592	VVDS-J022559.94-043204.3	36.4997607	-4.5345296	0.7363	3	22.708	-99.9	-99.9	24.2374	0.0683	23.6426	0.0444	23.1631	0.0355	22.708	0.0352	23.877965	0.015600	23.644702	0.010000	23.253622	0.010000	22.731589	0.010000	22.594765	0.015300	22.331858	0.095300	22.320480	0.061100	22.068280	0.044200	180529000	0.200	9.17861	0.611010	4	K	-42.13	5.99	-30.50	15.49	0.00	-9.99	-0.59	12.14
020209595	VVDS-J022659.97-043201.1	36.7499028	-4.5336489	0.6334	2	23.9669	-99.9	-99.9	24.952	0.1417	24.7332	0.1263	24.2989	0.1036	23.9669	0.1044	24.929060	0.028600	24.757798	0.016600	24.325499	0.014800	23.972640	0.014700	23.835301	0.032500	23.524036	0.110500	23.565306	0.132700	24.473376	0.336100	227272000	0.100	8.42949	-0.360934	4	K	-35.75	6.03	-14.76	8.30	0.00	-9.99	-5.07	12.96
020209599	VVDS-J022600.13-043203.8	36.5005626	-4.5344009	0.7741	3	22.6066	-99.9	-99.9	24.6457	0.0878	24.2748	0.0698	23.3957	0.0413	22.6066	0.0302	25.374065	0.051200	24.559302	0.017200	23.667822	0.010000	22.730389	0.010000	22.362665	0.010300	21.769858	0.047300	21.356180	0.020700	21.004880	0.013800	321031000	0.400	9.95734	0.745044	3	K	-25.18	4.28	-2.75	8.01	0.00	-9.99	-18.56	7.22
020209634	VVDS-J022617.15-043207.6	36.5714964	-4.53547	0.7060	3	21.6006	-99.9	-99.9	23.7426	0.0836	23.0433	0.0477	22.426	0.0351	21.6006	0.0227	24.646101	0.038800	23.319737	0.010000	22.457390	0.010000	21.684175	0.010000	21.365065	0.010000	20.864058	0.018100	20.631417	0.015300	20.365612	0.012400	4250000000	0.000	10.3502	-0.220845	3	K	-5.37	3.00	-5.43	3.37	0.00	-9.99	-2.80	4.53
020209681	VVDS-J022708.77-043201.7	36.7865451	-4.5338259	0.6343	4	22.841	24.1844	0.2832	24.6147	0.133	24.0923	0.095	23.3293	0.0609	22.841	0.0526	24.462154	0.023900	24.103556	0.011600	23.464097	0.010000	22.939942	0.010000	22.827373	0.016900	22.629905	0.055600	22.428120	0.055000	22.383022	0.054700	718701000	0.100	9.17950	-0.107651	3	K	-47.57	3.75	-17.20	4.95	0.00	-9.99	-9.42	6.69
020209727	VVDS-J022622.44-043159.2	36.5935235	-4.5331123	0.7978	3	23.9023	-99.9	-99.9	25.5313	0.231	25.0726	0.1528	24.5405	0.1187	23.9023	0.0953	25.174160	0.041700	24.821214	0.021600	24.511554	0.021100	23.865077	0.016200	23.763060	0.038100	23.221284	0.093300	23.518603	0.137400	24.247839	0.295500	286119000	0.100	8.79854	-0.258240	3	V	-45.78	5.26	-34.65	27.07	0.00	-9.99	-2.60	42.58
020209786	VVDS-J022639.18-043202.6	36.6632733	-4.5340821	0.7934	2	22.4946	-99.9	-99.9	25.548	0.2654	24.4296	0.1292	23.5145	0.0736	22.4946	0.0422	25.863025	0.105800	24.865502	0.029900	23.666809	0.013200	22.766202	0.010000	22.373567	0.013000	21.880244	0.028500	21.337281	0.020200	20.827896	0.014300	286119000	0.500	10.0492	0.992393	2	V	-4.42	-2.00	-9.54	-2.00	0.00	-9.99	-26.53	-2.00
020209788	VVDS-J022742.47-043202.1	36.9269694	-4.5339389	0.7720	4	22.4104	24.0432	0.2429	23.775	0.0821	23.3095	0.0524	23.0175	0.0478	22.4104	0.038	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	50000000	0.500	9.55952	1.83170	-99.9	E	-75.66	5.89	-116.41	21.89	0.00	-9.99	-30.08	4.07
020209868	VVDS-J022520.44-043159.0	36.3352075	-4.5330661	0.8899	2	23.4259	24.7819	0.1879	24.6102	0.0781	24.2824	0.079	24.1384	0.0852	23.4259	0.075	24.691109	0.031500	24.382282	0.015600	24.143036	0.016500	23.505613	0.013000	23.279920	0.026800	23.203233	0.184900	23.498739	0.151800	22.899379	0.087500	180529000	0.200	9.06934	0.501736	-99.9	V	-30.11	3.54	0.00	-9.99	0.00	-9.99	-13.33	8.42
020209908	VVDS-J022504.89-043159.1	36.2703895	-4.5330891	0.6932	2	23.1072	99.99	99.99	25.7762	0.1965	25.4125	0.2067	24.1434	0.0892	23.1072	0.0634	25.959627	0.125600	24.852911	0.032000	24.075042	0.020700	23.347307	0.014800	22.516205	0.017200	21.889325	0.079300	21.430196	0.034100	20.825244	0.018600	2600000000	0.500	10.1601	0.941835	2	V	-5.66	2.28	-9.53	5.69	0.00	-9.99	-0.67	2.88
020209943	VVDS-J022746.86-043158.2	36.9452739	-4.5328412	0.5578	4	23.5763	24.135	0.2624	25.0361	0.1505	24.514	0.1048	23.8923	0.0754	23.5763	0.0751	24.944617	0.030200	24.636897	0.015500	23.957507	0.010900	23.539244	0.010200	23.591267	0.026800	22.919545	0.265000	22.719369	0.297200	21.498201	0.090400	404154000	0.300	8.83412	0.370259	4	K	-55.50	5.30	-103.17	15.61	0.00	-9.99	-33.61	5.43
020210055	VVDS-J022653.69-043205.3	36.7237248	-4.5348297	0.5833	4	22.0158	23.8395	0.1994	23.5938	0.0879	22.9685	0.0518	22.417	0.0408	22.0158	0.0305	23.758736	0.013600	23.273288	0.010000	22.510013	0.010000	22.070799	0.010000	21.985223	0.010000	21.797405	0.030900	21.426452	0.025600	21.355106	0.026500	286119000	0.200	9.42681	0.368843	3	K	-39.87	7.31	-38.52	5.65	0.00	-9.99	-23.79	4.05
020210102	VVDS-J022615.55-043157.7	36.5648254	-4.5327187	0.6595	3	22.7635	24.4161	0.2508	24.6985	0.1402	23.9118	0.074	23.332	0.0551	22.7635	0.0439	24.547830	0.025100	24.083691	0.012000	23.394278	0.010000	22.787914	0.010000	22.650971	0.014800	22.165819	0.044000	22.339157	0.051000	22.038337	0.040500	321031000	0.200	9.27483	0.0640932	3	V	-25.48	1.66	-29.95	10.03	0.00	-9.99	-3.30	4.18
020210197	VVDS-J022535.29-043158.1	36.397067	-4.5328088	0.8084	4	23.2913	-99.9	-99.9	24.1022	0.0592	23.9924	0.0683	23.6452	0.0628	23.2913	0.0731	24.144828	0.018500	23.932689	0.010000	23.783798	0.011100	23.352605	0.010400	23.189635	0.022700	23.354541	0.242600	23.440419	0.169000	22.771646	0.090700	101518000	0.200	8.83416	0.700091	4	V	-71.41	3.92	-99.53	20.25	0.00	-9.99	-9.74	-2.00
020210254	VVDS-J022655.63-043156.3	36.7318251	-4.5323141	0.8805	2	23.3142	23.7315	0.1793	24.6509	0.1166	24.0888	0.0855	23.9148	0.0802	23.3142	0.0634	24.736660	0.027900	24.260398	0.012200	24.002899	0.012800	23.280840	0.010000	22.969001	0.017100	22.862036	0.066100	23.443106	0.133800	22.207076	0.046100	160896000	0.300	9.33584	0.866994	3	K	-72.72	8.98	0.00	-9.99	0.00	-9.99	-51.20	14.47
020210414	VVDS-J022518.58-043156.7	36.3274361	-4.53244	0.8000	2	22.2135	99.99	99.99	25.7991	0.1812	24.4548	0.0903	23.5803	0.0565	22.2135	0.0292	26.836292	0.221800	25.045599	0.030000	23.661297	0.011000	22.407433	0.010000	21.910111	0.010000	21.238085	0.031500	20.822973	0.013500	20.574701	0.010400	2100000000	0.100	10.4245	-0.853791	-99.9	K	-7.89	2.15	-13.66	-2.00	0.00	-9.99	-10.56	7.92
020210442	VVDS-J022726.87-043156.7	36.8619947	-4.5324303	0.6144	4	22.5194	23.5177	0.1418	23.7377	0.0786	23.3467	0.0528	22.7651	0.0385	22.5194	0.0395	23.695171	0.013000	23.388169	0.010000	22.794947	0.010000	22.394598	0.010000	22.362899	0.011700	22.189249	0.043200	22.070080	0.043600	22.037724	0.045200	286119000	0.100	9.16468	0.106717	4	K	-61.49	2.75	-38.52	6.37	0.00	-9.99	-13.17	3.09
020210462	VVDS-J022610.29-043153.3	36.5428791	-4.5314867	0.8242	3	23.4918	24.8554	0.3261	25.0953	0.1686	24.6142	0.1102	24.0703	0.0837	23.4918	0.0678	24.830230	0.029300	24.460006	0.014300	24.173833	0.013900	23.449752	0.010000	23.074030	0.018200	23.558567	0.155400	22.878454	0.076400	22.679600	0.063100	227272000	0.200	9.12110	0.330678	3	K	-41.18	3.23	-41.07	8.46	0.00	-9.99	-11.84	9.23
020210553	VVDS-J022641.69-043157.4	36.6737223	-4.5326342	0.6310	23	21.7501	-99.9	-99.9	23.3915	0.0613	22.903	0.0448	22.3339	0.0334	21.7501	0.0252	23.418913	0.012800	22.990347	0.010000	22.295917	0.010000	21.784382	0.010000	21.667628	0.010000	21.426979	0.025300	21.238403	0.024100	21.175311	0.026200	286119000	0.200	9.57328	0.516502	-99.9	V	-51.31	7.74	-69.25	18.12	0.00	-9.99	-30.96	13.91
020210643	VVDS-J022628.18-043201.5	36.6174451	-4.5337542	0.5926	4	20.963	22.1981	0.1017	22.8484	0.0456	22.1526	0.0291	21.5301	0.021	20.963	0.0152	23.077783	0.010000	22.414309	0.010000	21.581785	0.010000	21.026481	0.010000	20.834080	0.010000	20.487266	0.011800	20.165460	0.010000	19.889647	0.010000	286119000	0.300	10.0450	0.987002	3	K	-29.17	1.18	-8.10	3.21	0.00	-9.99	-10.32	4.02
020210669	VVDS-J022547.70-043152.0	36.4487744	-4.5311332	0.8816	3	23.6017	-99.9	-99.9	25.4423	0.1626	24.7411	0.1039	24.3123	0.0894	23.6017	0.0876	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	286119000	0.300	9.45848	0.401703	3	K	-25.97	7.05	0.00	-9.99	0.00	-9.99	-7.67	8.68
020210676	VVDS-J022814.77-043152.3	37.0615549	-4.5312173	0.6731	2	22.991	24.7405	0.337	24.3983	0.0908	24.0906	0.0739	23.4268	0.0536	22.991	0.0402	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	180529000	0.300	9.24531	0.677987	4	V	-22.76	2.19	-5.41	9.43	0.00	-9.99	-4.89	3.69
020210694	VVDS-J022533.47-043158.3	36.3894587	-4.5328768	0.8083	4	20.9716	-99.9	-99.9	23.1123	0.0361	22.3394	0.0261	21.7885	0.0205	20.9716	0.0153	23.475334	0.012800	22.712132	0.010000	22.009900	0.010000	21.150603	0.010000	20.872863	0.010000	20.402372	0.020800	20.145505	0.010600	19.889801	0.010000	1015190000	0.200	10.5338	0.811777	3	K	-6.55	1.17	-4.20	4.23	0.00	-9.99	-7.57	5.07
020210745	VVDS-J022604.07-043150.8	36.5169925	-4.5307874	0.8983	4	23.9671	25.285	0.6241	25.5084	0.179	24.793	0.1245	25.2801	0.1798	23.9671	0.1067	24.568247	0.029300	24.365004	0.017200	24.339428	0.021100	23.758870	0.017100	23.494697	0.034700	23.840562	0.422500	23.603817	0.202100	23.533840	0.176100	227272000	0.100	8.91817	0.127310	4	K	-99.28	6.20	0.00	-9.99	0.00	-9.99	-121.17	26.63
020210753	VVDS-J022520.19-043151.4	36.3341559	-4.5309701	0.8492	3	23.1217	99.99	99.99	26.9637	0.5097	24.8794	0.1282	24.3293	0.1025	23.1217	0.0602	26.201257	0.129000	25.540518	0.046000	24.462763	0.022500	23.470733	0.012700	22.907135	0.018900	22.212742	0.073600	21.800045	0.031700	21.483283	0.022900	5000000000	0.000	10.2291	-0.675923	1	M	-32.72	3.89	-71.47	11.24	0.00	-9.99	-21.00	9.04
020210863	VVDS-J022644.93-043150.3	36.687213	-4.5306408	0.5541	3	22.7013	-99.9	-99.9	24.9754	0.1507	24.0369	0.083	23.2823	0.0542	22.7013	0.0419	24.816595	0.031200	24.195764	0.012000	23.275777	0.010000	22.804301	0.010000	22.679419	0.013700	22.406331	0.042500	22.070938	0.037700	22.126833	0.043400	3000000000	0.000	9.35440	-0.674197	2	K	-40.30	2.74	-13.53	6.22	0.00	-9.99	-7.02	4.47
020210948	VVDS-J022652.54-043149.0	36.7189314	-4.5302987	0.8815	2	23.5145	-99.9	-99.9	24.9569	0.1623	25.3216	0.266	24.2942	0.1329	23.5145	0.1099	24.685166	0.033300	24.379626	0.017100	24.163545	0.018600	23.643700	0.015900	23.324871	0.029900	27.044818	4.104700	23.892495	0.265100	23.044769	0.133000	160896000	0.200	8.91464	0.445795	3	V	-52.57	16.60	0.00	-9.99	0.00	-9.99	-0.39	16.49
020211023	VVDS-J022747.85-043149.7	36.9493788	-4.5304777	0.6613	4	22.3799	-99.9	-99.9	25.3084	0.1845	24.2877	0.0921	23.1916	0.0482	22.3799	0.0289	25.870794	0.083900	24.522786	0.016400	23.335521	0.010000	22.460803	0.010000	22.186689	0.010000	21.759115	0.086300	21.101314	0.093500	21.195730	0.053800	1800000000	0.100	9.84558	-0.994245	2	K	-24.66	1.74	-2.11	6.41	0.00	-9.99	-8.86	3.03
020211068	VVDS-J022628.32-043157.0	36.6180083	-4.5325277	0.5911	4	19.9471	21.5236	0.0286	21.5305	0.0232	20.962	0.0154	20.406	0.0114	19.9471	0.0082	21.837336	0.010000	21.196173	0.010000	20.488858	0.010000	20.027361	0.010000	19.858465	0.010000	19.476658	0.010000	19.154655	0.010000	18.873143	0.010000	227272000	0.300	10.3609	1.57003	3	K	-13.90	2.11	-2.91	1.33	0.00	-9.99	-17.68	2.01
020211182	VVDS-J022722.10-043148.5	36.8420924	-4.5301518	0.6159	3	23.3288	24.7104	0.2661	24.443	0.144	24.1113	0.0973	23.6027	0.087	23.3288	0.0726	24.329954	0.021300	24.117971	0.011900	23.598752	0.010000	23.241079	0.010000	23.291232	0.024900	23.244553	0.099600	23.292818	0.120400	23.299484	0.130200	321031000	0.000	8.64893	-0.561805	4	K	-31.16	5.10	-56.98	11.81	0.00	-9.99	-20.57	9.82
020211315	VVDS-J022710.26-043153.5	36.7927781	-4.5315505	0.6373	4	20.5977	-99.9	-99.9	23.9329	0.0867	22.7044	0.0386	21.5648	0.0204	20.5977	0.0113	24.591931	0.036000	23.121930	0.010000	21.773356	0.010000	20.741663	0.010000	20.385336	0.010000	19.693127	0.010000	19.272369	0.010000	18.927889	0.010000	2100000000	0.100	10.7927	-0.485541	1	K	-15.68	1.02	-4.00	2.10	0.00	-9.99	-2.63	1.97
020211353	VVDS-J022550.00-043149.9	36.4583738	-4.5305439	0.8801	3	22.4525	-99.9	-99.9	24.4978	0.0998	23.8438	0.0658	23.4314	0.0563	22.4525	0.0428	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	180529000	0.400	9.84721	1.27989	2	V	-36.55	2.57	0.00	-9.99	0.00	-9.99	-18.51	8.84
020211372	VVDS-J022629.76-043154.4	36.6240228	-4.5317891	0.8636	4	21.4597	-99.9	-99.9	25.4356	0.6308	22.9211	0.0863	22.3846	0.0664	21.4597	0.042	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	1800000000	0.000	10.4889	-5.07981	2	K	-4.21	0.98	-0.24	0.84	0.00	-9.99	-0.64	2.38
020211403	VVDS-J022727.85-043152.5	36.86607	-4.5312702	0.6325	4	21.094	23.17	0.1047	22.8009	0.046	22.2868	0.032	21.631	0.0224	21.094	0.016	22.866801	0.010000	22.420722	0.010000	21.672635	0.010000	21.131437	0.010000	20.950706	0.010000	20.666710	0.015700	20.442120	0.014500	20.272350	0.012600	321031000	0.200	9.95648	0.744190	-99.9	E	-62.17	3.16	-42.02	4.41	0.00	-9.99	-13.67	2.49
020211413	VVDS-J022711.84-043148.9	36.799335	-4.5302605	0.5225	22	22.2597	24.342	0.2	23.6266	0.0704	23.3389	0.0569	22.7346	0.0413	22.2597	0.0346	23.679901	0.014900	23.373377	0.010000	22.778368	0.010000	22.309324	0.010000	22.191030	0.012000	22.084366	0.043700	21.838529	0.039900	22.034863	0.051900	2600000000	0.000	9.30868	-0.187440	-99.9	V	-9.29	10.20	-6.39	-2.00	0.00	-9.99	-3.65	-2.00
020211448	VVDS-J022630.64-043144.4	36.6277028	-4.5290084	0.8050	2	23.579	-99.9	-99.9	25.6209	0.236	24.7014	0.1342	24.5796	0.1459	23.579	0.0858	25.669313	0.067800	25.042147	0.026600	24.413317	0.019700	23.491882	0.011600	23.205828	0.022900	22.658979	0.054400	22.391603	0.049100	22.109111	0.041900	227272000	0.400	9.47588	0.685457	3	K	-2.53	1.72	-6.30	4.38	0.00	-9.99	-10.31	-2.00
020211622	VVDS-J022728.23-043145.8	36.8676547	-4.5293944	0.6331	2	23.0292	25.4173	0.4927	24.5184	0.1103	24.0805	0.081	23.5012	0.0614	23.0292	0.0485	24.668042	0.027800	24.210831	0.012300	23.537115	0.010000	23.039397	0.010000	22.912652	0.016600	23.062036	0.087500	22.234737	0.044000	22.521961	0.060600	286119000	0.200	9.09195	0.0351729	4	K	-32.90	2.07	-15.56	4.54	0.00	-9.99	-8.78	7.82
020211781	VVDS-J022800.73-043143.6	37.003052	-4.5288051	0.8904	3	23.2169	24.6208	0.2149	24.1578	0.0789	23.9278	0.0662	23.7361	0.0664	23.2169	0.0485	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	321031000	0.200	9.21970	0.822922	-99.9	V	-48.87	12.84	0.00	-9.99	0.00	-9.99	-3.80	9.37
020211821	VVDS-J022631.85-043144.7	36.6327379	-4.5290985	0.6249	4	21.7454	23.594	0.1163	23.3204	0.055	22.7495	0.0372	22.2453	0.0287	21.7454	0.0215	23.430272	0.010000	22.941638	0.010000	22.286236	0.010000	21.783722	0.010000	21.626582	0.010000	21.301153	0.015700	21.041186	0.014100	20.765800	0.012600	508801000	0.300	9.72795	1.07046	3	K	-47.33	2.78	-14.73	2.67	0.00	-9.99	-19.01	3.65
020211858	VVDS-J022734.16-043145.1	36.892346	-4.5292058	0.5634	2	22.1572	-99.9	-99.9	24.2625	0.1216	23.4685	0.067	22.7153	0.0414	22.1572	0.0298	24.533142	0.033200	23.777061	0.010800	22.774226	0.010000	22.166472	0.010000	21.917069	0.010000	21.611332	0.035100	21.279432	0.028500	21.184185	0.028800	3500000000	0.000	9.79281	-0.458859	3	V	-13.65	2.72	-3.58	-2.00	0.00	-9.99	-3.09	-2.00
020211869	VVDS-J022511.02-043144.1	36.2959347	-4.5289438	0.8495	4	21.6671	99.99	99.99	25.4818	0.1545	23.8541	0.0652	23.0744	0.0465	21.6671	0.0211	25.526421	0.071900	24.525268	0.020100	23.093640	0.010000	21.905109	0.010000	21.372476	0.010000	20.738494	0.022800	20.330210	0.010200	20.053789	0.010000	2100000000	0.100	10.6309	-0.640699	1	M	-1.78	-2.00	0.00	-9.99	0.00	-9.99	-1.28	2.22
020211952	VVDS-J022632.72-043144.0	36.6363622	-4.5289045	0.6933	4	22.0257	23.0177	0.0965	23.3104	0.0573	22.9799	0.0463	22.4728	0.0358	22.0257	0.0301	23.334978	0.010500	23.027766	0.010000	22.533983	0.010000	21.999183	0.010000	21.903751	0.010000	21.820336	0.032900	21.908175	0.042900	21.456092	0.030300	286119000	0.100	9.44695	0.388987	4	K	-16.37	4.97	-11.99	5.28	0.00	-9.99	-5.71	3.51
020211994	VVDS-J022613.44-043141.5	36.5560172	-4.5282143	0.8380	2	23.0941	24.2548	0.1563	23.805	0.0763	23.7438	0.0627	23.5594	0.0615	23.0941	0.053	24.077953	0.017400	23.722217	0.010000	23.566419	0.010000	23.336993	0.011300	23.160408	0.025300	22.400097	0.049800	21.870709	0.031200	22.149370	0.038900	50000000	0.300	8.94330	1.21548	4	V	-4.57	2.75	-37.38	9.72	0.00	-9.99	-20.98	16.40
020212001	VVDS-J022613.82-043146.8	36.5576148	-4.5296906	0.7936	3	21.2969	23.802	0.1695	23.5086	0.0729	22.8348	0.0417	22.1904	0.03	21.2969	0.0182	23.923159	0.022200	23.123544	0.010000	22.426165	0.010000	21.431953	0.010000	21.078578	0.010000	20.508779	0.013200	20.255497	0.010700	19.883063	0.010000	286119000	0.400	10.4523	1.39435	2	V	-5.87	1.85	-2.72	5.43	0.00	-9.99	-5.02	5.77
020212062	VVDS-J022615.02-043140.4	36.5625855	-4.527896	0.8843	3	23.0579	24.9915	0.2979	24.5516	0.1172	24.1799	0.0806	23.7344	0.0658	23.0579	0.0482	24.492718	0.021800	24.223736	0.012400	23.800285	0.010700	23.075693	0.010000	22.800932	0.015400	22.358653	0.044000	22.370280	0.048100	21.905752	0.030400	286119000	0.200	9.53837	0.480404	3	V	-66.00	3.68	0.00	-9.99	0.00	-9.99	-12.16	4.74
020212123	VVDS-J022640.47-043143.0	36.6686318	-4.5286296	0.6343	3	22.7208	-99.9	-99.9	24.1003	0.0972	23.6042	0.0749	23.0541	0.056	22.7208	0.0555	24.497195	0.033600	23.922849	0.013400	23.216922	0.010000	22.780763	0.010000	22.686060	0.019500	22.420383	0.052200	22.477641	0.067800	22.296670	0.061800	321031000	0.100	9.05693	-0.151079	3	V	-9.42	2.42	-17.52	2.64	0.00	-9.99	-5.72	5.76
