# CeSAM : ASTROPHYSIC DATA CENTER IN MARSEILLE
# Head : C. Surace, Scientific head : V. Le Brun, Information system head : C. Moreau
# VVDS project 
# It these data have been of any use for your research, please include the following acknowledgment :
# This research uses data from the VIMOS VLT Deep Survey, obtained from the VVDS database operated by Cesam, Laboratoire d'Astrophysique de Marseille, France.
# and refer to the paper: 
# Le Fèvre et al., 2013, arXiv:1307.0545
# Search in All F02 field AND MagI between 17.5 and 24.75 AND Spectroscopic Redshift between 0.5 and 0.9 AND  Spectroscopic Redshift quality flag  in (2,3,4,9,22,23,24,29)
# NUM 	ID-IAU 	ALPHA 	DELTA 	Z 	ZFLAGS 	MAGI 	MAG_U_CFH12K 	MAGERR_AUTO_U 	MAG_B_CFH12K 	MAGERR_AUTO_B 	MAG_V_CFH12K 	MAGERR_AUTO_V 	MAG_R_CFH12K 	MAGERR_AUTO_R 	MAG_I_CFH12K 	MAGERR_AUTO_I 	MAG_U_CFHTLS 	MAGERR_AUTO_U 	MAG_G_CFHTLS 	MAGERR_AUTO_G 	MAG_R_CFHTLS 	MAGERR_AUTO_R 	MAG_I_CFHTLS 	MAGERR_AUTO_I 	MAG_Z_CFHTLS 	MAGERR_AUTO_Z 	MAG_AUTO_J_WIRDS 	MAGERR_AUTO_J_WIRDS 	MAG_AUTO_H_WIRDS 	MAGERR_AUTO_H_WIRDS 	MAG_AUTO_K_WIRDS 	MAGERR_AUTO_K_WIRDS 	AGE 	E(B-V) 	STELLAR_MASS 	SFR 	 	ZMETHOD 	EW_OII_3727 	D_EW_OII_3727 	EW_OIII_5007 	D_EW_OIII_5007 	EW_HALPHA 	D_EW_HALPHA 	EW_HBETA 	D_EW_HBETA 	 
020176026	VVDS-J022548.15-043640.8	36.4506616	-4.6113587	0.8823	2	23.5963	-99.9	-99.9	25.6733	0.2206	25.1998	0.1802	24.2552	0.1035	23.5963	0.1008	25.655818	0.060500	25.241781	0.026800	24.721151	0.021900	23.775407	0.012700	23.444308	0.023900	23.188497	0.142500	22.821171	0.066300	22.532439	0.047500	286119000	0.300	9.39170	0.334924	2	K	-10.37	3.29	0.00	-9.99	0.00	-9.99	-3.75	5.45
020176089	VVDS-J022609.21-043646.3	36.5383967	-4.6128861	0.8758	3	22.9757	-99.9	-99.9	25.6645	0.5039	23.6081	0.0897	23.8798	0.1404	22.9757	0.0918	24.917359	0.053400	24.345644	0.020600	24.017565	0.020100	23.217553	0.013300	23.147978	0.032800	22.227079	0.080400	22.177597	0.066300	21.792563	0.045300	50000000	0.500	9.32172	1.69769	3	K	-36.34	4.35	0.00	-9.99	0.00	-9.99	-27.99	14.58
020176187	VVDS-J022711.17-043644.7	36.7965576	-4.6124191	0.6072	4	21.692	-99.9	-99.9	23.6936	0.0723	23.0798	0.0471	22.2541	0.0296	21.692	0.0235	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	718701000	0.000	9.55850	-1.35710	3	K	-27.31	1.74	-14.48	1.92	0.00	-9.99	-11.52	1.76
020176320	VVDS-J022602.65-043645.3	36.5110546	-4.6125911	0.7692	2	22.696	-99.9	-99.9	24.9176	0.1392	23.9879	0.0676	23.2896	0.0469	22.696	0.0468	25.190183	0.054000	24.500070	0.018800	23.764106	0.012600	22.838632	0.010000	22.555615	0.015000	21.926358	0.065700	21.520449	0.029300	21.411396	0.024900	286119000	0.400	9.78950	0.732716	3	V	-18.09	2.77	-1.41	13.53	0.00	-9.99	-5.82	-2.00
020176426	VVDS-J022534.47-043639.2	36.3936334	-4.6109003	0.8282	2	22.8488	-99.9	-99.9	25.271	0.1235	24.4767	0.0925	23.8182	0.0674	22.8488	0.0477	25.332599	0.065000	24.584359	0.020900	23.872634	0.014300	22.925677	0.010000	22.527035	0.014600	21.919541	0.055600	21.574994	0.031700	21.226410	0.022500	180529000	0.500	9.82761	1.26001	2	V	-24.35	3.21	-5.38	-2.00	0.00	-9.99	-5.96	7.38
020176445	VVDS-J022657.20-043638.5	36.7383497	-4.6107196	0.5814	4	23.0942	-99.9	-99.9	24.324	0.098	23.9109	0.0729	23.484	0.0595	23.0942	0.0536	24.219147	0.019100	23.894580	0.010000	23.336605	0.010000	23.018459	0.010000	22.989291	0.019400	22.919702	0.085100	23.177603	0.122000	22.909551	0.101800	321031000	0.000	8.72667	-0.485620	4	V	-44.44	9.89	-60.72	16.48	0.00	-9.99	-17.37	7.37
020176488	VVDS-J022738.77-043642.1	36.9115577	-4.6117215	0.5852	3	21.775	-99.9	-99.9	22.7122	0.0431	22.1997	0.0291	22.1692	0.0313	21.775	0.0242	23.432583	0.012900	22.856755	0.010000	22.169451	0.010000	21.777894	0.010000	21.749856	0.010000	21.483310	0.041100	21.501152	0.046400	21.257734	0.039800	321031000	0.100	9.41247	0.200180	4	V	-27.06	4.19	-13.45	3.29	0.00	-9.99	-7.84	3.70
020176489	VVDS-J022539.95-043642.0	36.4164864	-4.6116754	0.8578	2	22.7302	-99.9	-99.9	26.2602	0.6122	99.99	99.99	22.9591	0.0611	22.7302	0.0808	25.222341	0.046100	24.485937	0.015100	23.771503	0.010400	22.782261	0.010000	22.412163	0.010500	21.614671	0.035700	21.397617	0.021800	21.147396	0.016300	286119000	0.400	9.93187	0.877431	2	K	-14.29	2.39	0.00	-9.99	0.00	-9.99	-4.94	5.01
020176904	VVDS-J022546.31-043633.6	36.4429685	-4.6093588	0.6328	3	23.6073	-99.9	-99.9	25.2155	0.1885	24.9478	0.2053	23.3846	0.082	23.6073	0.1356	25.411388	0.058500	24.848243	0.023400	24.176319	0.016800	23.602205	0.013400	23.498760	0.029700	23.638384	0.225500	23.167329	0.096000	22.822675	0.066400	286119000	0.200	8.84517	-0.211613	3	K	-61.35	9.63	-21.52	9.78	0.00	-9.99	-8.03	4.28
020176934	VVDS-J022723.06-043635.1	36.8460885	-4.6097639	0.6055	3	23.5582	-99.9	-99.9	24.6599	0.1262	24.5399	0.1345	23.8836	0.0969	23.5582	0.0724	24.743447	0.032900	24.415050	0.016600	23.799194	0.012500	23.385284	0.011900	23.405274	0.030000	23.106606	0.091600	22.649008	0.070800	22.995227	0.104600	570884000	0.200	8.90381	0.186070	-99.9	V	-38.76	4.68	-17.65	14.16	0.00	-9.99	-4.58	6.80
020176995	VVDS-J022632.88-043636.2	36.637006	-4.6100634	0.5961	2	21.7001	-99.9	-99.9	24.2987	0.1062	23.0336	0.0475	22.2678	0.0311	21.7001	0.0343	24.839695	0.038200	23.519210	0.010000	22.344244	0.010000	21.810415	0.010000	21.511595	0.010000	20.963275	0.017300	20.616929	0.014200	20.386219	0.012500	321031000	0.400	9.93282	0.722092	2	-	-7.40	1.57	-8.18	4.45	0.00	-9.99	-3.46	-2.00
020177029	VVDS-J022516.12-043634.8	36.3171926	-4.6096941	0.8661	4	22.1367	-99.9	-99.9	23.4505	0.0397	23.1277	0.0371	22.7808	0.033	22.1367	0.0281	23.544839	0.010000	23.199990	0.010000	22.922257	0.010000	22.206739	0.010000	21.991050	0.010000	21.805350	0.023600	21.788288	0.023700	21.598318	0.020000	227272000	0.200	9.65875	0.868328	4	M	-62.52	2.02	-0.32	6.03	0.00	-9.99	-25.67	7.03
020177585	VVDS-J022610.06-043633.4	36.5419548	-4.6093001	0.7075	4	20.6909	-99.9	-99.9	24.6236	0.1484	22.7645	0.0384	21.823	0.023	20.6909	0.0117	25.257018	0.070900	23.536236	0.010000	22.060385	0.010000	20.821093	0.010000	20.399632	0.010000	19.771253	0.010000	19.457680	0.010000	19.151152	0.010000	1278050000	0.100	10.7036	-2.62553	1	V	-1.58	0.83	-0.06	1.29	0.00	-9.99	-4.60	-2.00
020177685	VVDS-J022735.35-043628.5	36.8973039	-4.6079425	0.6381	3	23.7052	-99.9	-99.9	24.3242	0.1011	24.2106	0.0963	24.3267	0.1263	23.7052	0.0893	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	127804000	0.200	8.46263	0.442003	4	K	-49.46	5.12	-23.53	6.42	0.00	-9.99	-5.53	8.23
020177731	VVDS-J022624.37-043630.7	36.6015434	-4.6085308	0.6109	4	22.2609	-99.9	-99.9	23.5633	0.08	23.1375	0.045	22.6738	0.0362	22.2609	0.0337	23.715336	0.011000	23.415203	0.010000	22.885269	0.010000	22.393036	0.010000	22.274782	0.010000	22.087753	0.031300	21.957849	0.031800	21.750468	0.029800	227272000	0.200	9.21566	0.425243	4	V	-34.21	3.63	-32.42	5.41	0.00	-9.99	-13.32	2.82
020177779	VVDS-J022723.48-043630.5	36.8478585	-4.6084741	0.5226	4	20.8132	-99.9	-99.9	24.0922	0.1052	22.6701	0.0412	21.603	0.0206	20.8132	0.011	24.592606	0.030700	23.029941	0.010000	21.689914	0.010000	20.877624	0.010000	20.552228	0.010000	20.119180	0.010000	19.736991	0.010000	19.501616	0.010000	1800000000	0.100	10.3565	-0.494097	-99.9	E	-3.05	1.49	-0.54	1.33	0.00	-9.99	-0.85	-2.00
020177869	VVDS-J022543.79-043632.9	36.4324873	-4.6091441	0.6123	4	21.2725	-99.9	-99.9	22.66	0.0343	22.2656	0.028	21.6012	0.025	21.2725	0.0206	22.871547	0.010000	22.384450	0.010000	21.731594	0.010000	21.300084	0.010000	21.222274	0.010000	20.906406	0.031100	20.718008	0.016900	20.481227	0.012900	286119000	0.200	9.80230	0.744333	3	K	-28.23	3.49	-7.51	3.07	0.00	-9.99	-13.18	4.34
020177986	VVDS-J022743.69-043627.6	36.9320787	-4.6076857	0.6328	2	22.3207	-99.9	-99.9	24.5713	0.1144	23.8626	0.0706	23.0523	0.0456	22.3207	0.0271	25.494171	0.066400	24.100284	0.012200	23.086503	0.010000	22.312236	0.010000	22.053958	0.010000	22.025397	0.081900	21.626377	0.060200	20.905686	0.034900	4750000000	0.000	9.99059	-0.795782	2	K	-20.42	3.39	-2.50	-2.00	0.00	-9.99	-4.03	4.81
020178006	VVDS-J022610.38-043625.6	36.5432839	-4.6071305	0.8901	3	23.6895	-99.9	-99.9	25.1552	0.1772	24.7023	0.1212	24.6334	0.1369	23.6895	0.0851	25.096324	0.034600	24.888563	0.018400	24.621231	0.018900	23.749854	0.011800	23.576802	0.026500	23.385136	0.124800	23.172069	0.087400	23.219145	0.090900	321031000	0.100	8.99496	-0.213052	3	V	-33.38	3.52	0.00	-9.99	0.00	-9.99	0.00	-9.99
020178026	VVDS-J022541.35-043627.8	36.4223246	-4.6077265	0.7065	4	22.5472	-99.9	-99.9	24.7021	0.1131	24.446	0.13	23.0934	0.049	22.5472	0.0466	25.072106	0.038200	24.281856	0.011800	23.476369	0.010000	22.671862	0.010000	22.358287	0.010000	22.080728	0.051800	21.365188	0.019100	20.956778	0.012600	508801000	0.400	9.87566	0.921026	2	K	-23.77	1.43	-15.91	2.25	0.00	-9.99	-5.06	4.93
020178044	VVDS-J022548.59-043626.9	36.4524605	-4.607481	0.8801	2	22.6098	-99.9	-99.9	25.0825	0.2753	25.1853	0.3889	22.6134	0.053	22.6098	0.0954	25.716771	0.095800	24.997245	0.032000	24.266624	0.021500	23.213187	0.011400	22.715593	0.018600	21.713088	0.055300	21.247266	0.023600	20.620435	0.012600	2500000000	0.500	10.5243	1.28663	2	K	-33.67	4.54	0.00	-9.99	0.00	-9.99	-7.19	6.27
020178181	VVDS-J022748.06-043625.4	36.9502665	-4.6070752	0.7010	2	23.1447	-99.9	-99.9	24.1667	0.1017	23.6556	0.0713	23.5158	0.0758	23.1447	0.0716	24.235577	0.023200	23.902897	0.011600	23.392194	0.010000	22.915158	0.010000	22.767869	0.018400	20.801032	0.064400	-99.900000	-99.900000	22.190217	0.196300	9999980	0.500	8.87668	1.89821	4	K	-42.29	4.54	-28.82	16.50	0.00	-9.99	-8.76	10.90
020178325	VVDS-J022509.69-043624.9	36.2903764	-4.6069168	0.8055	4	22.0797	-99.9	-99.9	23.8186	0.0614	23.3833	0.0581	22.9552	0.0621	22.0797	0.0335	24.185186	0.018900	23.462256	0.010000	22.897595	0.010000	22.126934	0.010000	21.853483	0.010000	21.288055	0.017300	21.058488	0.013600	20.768246	0.010900	180529000	0.400	9.92844	1.36083	3	M	-13.02	0.83	-17.05	5.93	0.00	-9.99	-9.64	5.75
020178364	VVDS-J022641.53-043630.5	36.6730643	-4.6084946	0.5920	4	21.4405	-99.9	-99.9	23.1166	0.0509	22.6118	0.0362	21.946	0.0253	21.4405	0.0191	23.416283	0.010000	22.817185	0.010000	22.088662	0.010000	21.598870	0.010000	21.428273	0.010000	21.107006	0.013100	20.890546	0.012500	20.556858	0.010300	227272000	0.300	9.73650	0.945633	3	K	-12.03	1.80	-9.16	2.42	0.00	-9.99	-9.54	2.11
020178400	VVDS-J022525.12-043637.3	36.3547009	-4.6103874	0.5223	4	19.6716	-99.9	-99.9	21.6336	0.017	20.8962	0.0124	20.1726	0.0086	19.6716	0.0072	21.872022	0.010000	21.232946	0.010000	20.288996	0.010000	19.750207	0.010000	19.491906	0.010000	19.092711	0.010000	18.803634	0.010000	18.564691	0.010000	321031000	0.300	10.4790	1.26667	3	K	-2.47	0.54	-0.78	0.60	0.00	-9.99	-2.29	0.76
020178467	VVDS-J022510.25-043622.3	36.2927312	-4.6062016	0.6546	2	23.2697	-99.9	-99.9	24.6981	0.1328	24.4507	0.1521	25.1232	0.3963	23.2697	0.1046	24.646192	0.036900	24.375484	0.020200	23.717441	0.014700	23.273395	0.013600	23.164052	0.031000	22.544837	0.075600	22.360576	0.061300	22.825639	0.098700	9999980	0.500	8.63506	1.63531	4	M	-19.62	6.81	-1.77	14.50	0.00	-9.99	-2.97	8.43
020178705	VVDS-J022748.77-043632.4	36.9532098	-4.6090127	0.8111	9	23.0869	-99.9	-99.9	23.8727	0.0985	23.2216	0.0647	22.8204	0.0549	23.0869	0.1213	24.431195	0.040300	23.347979	0.010000	22.991633	0.010000	22.797739	0.010900	22.883778	0.029400	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	9999980	0.500	9.10237	2.12855	4	V	-24.43	6.09	-18.36	22.41	0.00	-9.99	0.00	-9.99
020178860	VVDS-J022653.96-043624.8	36.7248523	-4.6068982	0.5796	4	20.6836	-99.9	-99.9	24.1495	0.1411	22.6603	0.0601	21.6449	0.0229	20.6836	0.012	24.253058	0.028300	22.959820	0.010000	21.760042	0.010000	20.807642	0.010000	20.414971	0.010000	19.844419	0.010000	19.484683	0.010000	19.250974	0.010000	5000000000	0.100	10.8089	-0.0891905	1	K	-2.59	1.38	-3.54	0.97	0.00	-9.99	-1.65	1.41
020178882	VVDS-J022536.24-043618.5	36.4010249	-4.6051543	0.8232	3	23.8827	-99.9	-99.9	24.7987	0.0845	24.6514	0.0977	24.6777	0.1227	23.8827	0.1081	24.806364	0.029500	24.681778	0.016900	24.489400	0.018700	23.873478	0.014700	23.608458	0.029200	23.978197	0.298600	23.854365	0.196000	25.678291	1.019300	227272000	0.100	8.73385	-0.0565729	4	V	-67.80	6.27	-49.94	15.78	0.00	-9.99	-16.46	21.45
020179010	VVDS-J022626.38-043616.5	36.6099466	-4.6045843	0.6885	2	23.8203	-99.9	-99.9	24.4008	0.1033	24.3811	0.1257	24.4095	0.1441	23.8203	0.1164	25.517542	0.052100	25.211531	0.027600	24.567315	0.020300	23.956697	0.016000	23.783252	0.035100	23.716536	0.125700	23.251637	0.095900	23.194761	0.100400	508801000	0.200	8.89052	-0.0620195	4	K	-54.37	8.24	-18.32	-2.00	0.00	-9.99	-3.07	7.89
020179189	VVDS-J022719.35-043628.0	36.8306321	-4.6077811	0.6341	4	20.3006	-99.9	-99.9	23.4868	0.0738	22.2436	0.0322	21.2356	0.0183	20.3006	0.0106	23.879647	0.024700	22.671765	0.010000	21.402449	0.010000	20.425021	0.010000	20.041832	0.010000	19.336354	0.010000	18.872006	0.010000	18.481089	0.010000	3500000000	0.300	11.0967	0.849774	-99.9	V	-7.19	1.25	-1.61	1.52	0.00	-9.99	-1.09	1.72
020179244	VVDS-J022804.09-043621.4	37.0170793	-4.605957	0.5984	3	20.8384	-99.9	-99.9	24.3415	0.1077	22.8173	0.0391	21.7623	0.0224	20.8384	0.0124	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	7250000000	0.000	10.8876	-0.984207	-99.9	E	-4.35	2.51	-2.32	-2.00	0.00	-9.99	-6.73	2.41
020179340	VVDS-J022707.61-043615.2	36.7817231	-4.6042358	0.7342	4	23.9808	-99.9	-99.9	24.4031	0.1239	24.5259	0.1531	24.4839	0.1787	23.9808	0.1659	24.717923	0.047600	24.207470	0.019900	23.616319	0.015400	23.639918	0.021800	22.931213	0.027900	23.420671	0.168400	24.380948	0.478300	-99.900000	-99.900000	9999980	0.400	8.47301	1.47796	4	K	-47.20	6.98	-241.64	54.79	0.00	-9.99	-90.49	31.45
020179341	VVDS-J022704.91-043613.8	36.7704725	-4.6038494	0.7881	3	23.7765	-99.9	-99.9	25.2761	0.1782	25.0576	0.1618	24.3477	0.1083	23.7765	0.0893	25.268917	0.039400	24.977242	0.021200	24.548273	0.018800	23.871858	0.014200	23.656043	0.030600	23.312089	0.076400	22.740460	0.052500	22.357088	0.040800	160896000	0.400	9.10303	0.900269	3	K	-52.39	3.95	-130.54	32.69	0.00	-9.99	-11.99	16.81
020179558	VVDS-J022623.58-043615.9	36.5982508	-4.6044396	0.5359	4	21.2289	-99.9	-99.9	24.1904	0.1016	23.0751	0.0441	22.0013	0.0245	21.2289	0.0206	25.721089	0.080400	23.784367	0.010000	22.268042	0.010000	21.361716	0.010000	20.979767	0.010000	20.362245	0.010000	19.941443	0.010000	19.596264	0.010000	2500000000	0.100	10.4500	-8.15827	1	K	-6.52	1.33	-9.79	0.92	0.00	-9.99	-1.11	0.94
020179570	VVDS-J022515.98-043619.7	36.3165883	-4.6054849	0.6376	3	21.6147	-99.9	-99.9	25.0329	0.1365	23.5908	0.0613	22.4367	0.0314	21.6147	0.0242	25.537816	0.092800	23.990079	0.015600	22.672172	0.010000	21.752298	0.010000	21.409472	0.010000	20.746920	0.015000	20.273033	0.010000	19.796948	0.010000	1015190000	0.400	10.4358	0.705421	1	K	-11.62	2.34	-2.79	-2.00	0.00	-9.99	-2.15	3.77
020179717	VVDS-J022705.30-043617.0	36.7721014	-4.6047467	0.6106	3	21.763	-99.9	-99.9	23.1088	0.0547	22.7586	0.0418	22.1693	0.0306	21.763	0.0264	23.239864	0.014500	22.757678	0.010000	22.095100	0.010000	21.628278	0.010000	21.551058	0.010000	21.186697	0.025400	21.154565	0.027800	21.217391	0.033300	718701000	0.100	9.61353	0.330329	4	K	-28.86	5.21	-13.32	2.89	0.00	-9.99	-10.95	2.25
020179956	VVDS-J022809.76-043616.5	37.0406832	-4.6046008	0.6280	3	21.8423	-99.9	-99.9	23.1525	0.0525	22.8442	0.0432	22.2114	0.0317	21.8423	0.0257	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	1278050000	0.000	9.41915	0.212136	-99.9	V	-46.73	7.67	-4.74	3.04	0.00	-9.99	-1.09	4.34
020179983	VVDS-J022544.65-043610.4	36.4360706	-4.6028896	0.7043	9	23.7397	-99.9	-99.9	24.5228	0.0964	24.2374	0.0888	24.158	0.0948	23.7397	0.1253	24.590447	0.033200	24.131050	0.014400	24.034294	0.017200	23.701584	0.017600	23.488474	0.037200	22.986706	0.171000	22.324808	0.061100	22.465227	0.065000	50000000	0.300	8.59157	0.863751	4	V	-45.93	5.75	-5.38	11.88	0.00	-9.99	-10.86	10.39
020180119	VVDS-J022810.13-043615.0	37.0422339	-4.6041789	0.8367	22	20.548	-99.9	-99.9	24.3835	0.1035	22.672	0.0348	21.5949	0.0199	20.548	0.0094	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	4250000000	0.000	11.2672	-14.9178	-99.9	E	-5.98	2.63	0.00	-9.99	0.00	-9.99	-20.10	5.17
020180414	VVDS-J022754.93-043607.5	36.9788882	-4.6020991	0.7832	3	22.6165	-99.9	-99.9	24.3952	0.0955	23.7727	0.0642	23.318	0.0536	22.6165	0.0337	24.494725	0.025000	23.927387	0.010200	23.387354	0.010000	22.620065	0.010000	22.357008	0.010900	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	-99.900000	160896000	0.500	9.80487	1.60211	-99.9	E	-32.73	3.00	-11.47	11.00	0.00	-9.99	-4.98	3.76
020180481	VVDS-J022520.74-043604.2	36.3364466	-4.6011932	0.8516	3	23.95	-99.9	-99.9	25.1564	0.1073	24.7823	0.1067	24.6488	0.1182	23.95	0.106	25.195063	0.044900	24.862300	0.021500	24.570143	0.021700	23.837980	0.015800	23.667328	0.034600	23.796781	0.144900	23.482542	0.102600	23.331389	0.092400	286119000	0.100	8.87495	-0.181833	4	K	-52.74	4.33	-10.54	18.91	0.00	-9.99	-11.94	19.06
020180591	VVDS-J022701.61-043603.6	36.7567483	-4.6010194	0.8805	3	22.9117	-99.9	-99.9	24.6765	0.1208	24.0428	0.0776	23.7261	0.0681	22.9117	0.0445	24.632770	0.021500	24.142106	0.010000	23.707946	0.010000	22.958138	0.010000	22.694128	0.011300	22.158980	0.031100	22.115254	0.033800	21.663784	0.029300	127804000	0.400	9.58246	1.29136	3	K	-33.99	1.17	0.00	-9.99	0.00	-9.99	-6.52	3.93
020180626	VVDS-J022508.06-043606.2	36.2836063	-4.601748	0.8285	4	22.9866	-99.9	-99.9	23.6985	0.0533	23.6045	0.0554	23.2847	0.0494	22.9866	0.0711	23.742686	0.011700	23.509072	0.010000	23.335650	0.010000	23.064772	0.010000	22.681442	0.014300	22.533103	0.049200	22.690185	0.057500	22.782709	0.063900	9999980	0.300	8.61124	1.61149	4	M	-79.18	7.40	-228.75	40.37	0.00	-9.99	-39.34	9.57
020180790	VVDS-J022800.38-043601.7	37.00159	-4.6004992	0.8683	2	23.3559	-99.9	-99.9	24.9515	0.1468	24.5882	0.1236	23.9114	0.0874	23.3559	0.0642	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	160896000	0.500	9.75307	1.28486	-99.9	V	-32.08	8.60	0.00	-9.99	0.00	-9.99	-21.85	19.25
020180809	VVDS-J022739.02-043601.4	36.9125906	-4.6004027	0.6115	4	23.3968	-99.9	-99.9	25.1831	0.1808	24.5788	0.1087	24.0496	0.0854	23.3968	0.0574	25.384236	0.042300	24.762118	0.016100	23.990924	0.010400	23.481474	0.010000	23.319841	0.019200	22.818001	0.072900	22.924046	0.093400	22.910730	0.101600	321031000	0.200	8.91517	-0.295567	3	K	-41.74	9.35	-36.69	9.11	0.00	-9.99	-14.86	8.37
020180985	VVDS-J022722.67-043600.2	36.8444943	-4.6000601	0.6310	2	23.6358	-99.9	-99.9	26.3412	0.8017	24.7468	0.2079	24.1125	0.1026	23.6358	0.0741	25.166365	0.034500	24.787833	0.016600	24.094833	0.011700	23.587464	0.010200	23.403482	0.021200	23.399754	0.084900	23.223774	0.084200	22.974505	0.073200	2100000000	0.000	8.97976	-0.642126	3	K	-35.59	5.07	-9.88	4.48	0.00	-9.99	-3.64	9.91
020181000	VVDS-J022527.13-043600.6	36.3630815	-4.6001779	0.5896	2	23.7949	-99.9	-99.9	25.5975	0.1489	24.9395	0.1213	24.608	0.1155	23.7949	0.0932	25.830734	0.055300	25.480801	0.025700	24.754189	0.017300	24.235428	0.015100	23.965346	0.029500	26.171876	1.196200	24.351111	0.194600	23.318877	0.075600	3750000000	0.000	8.82883	-0.960772	3	V	-35.56	8.22	-17.08	19.15	0.00	-9.99	-8.60	14.75
020181004	VVDS-J022610.67-043602.3	36.544465	-4.600647	0.5816	3	23.1953	-99.9	-99.9	25.0483	0.1925	24.4512	0.1183	23.8183	0.0858	23.1953	0.0686	25.124083	0.043500	24.655555	0.018800	23.824651	0.011500	23.297094	0.010000	23.287156	0.025500	22.659610	0.073800	22.602452	0.063800	22.850934	0.077400	321031000	0.200	8.91950	-0.291237	3	K	-58.75	11.36	-1.36	15.19	0.00	-9.99	-18.87	11.66
020181008	VVDS-J022533.45-043605.1	36.3893824	-4.6014312	0.6014	4	22.7236	-99.9	-99.9	23.6506	0.0481	23.3431	0.0483	22.9934	0.0442	22.7236	0.0544	23.621646	0.015900	23.407111	0.010000	22.988016	0.010000	22.667035	0.010000	22.653508	0.019400	22.553198	0.121200	22.222997	0.066800	23.509075	0.217200	286119000	0.000	8.80639	-0.250388	4	V	-46.70	3.96	-28.98	15.73	0.00	-9.99	-9.75	11.38
020181177	VVDS-J022604.42-043602.4	36.5184521	-4.6006868	0.6200	3	21.7378	-99.9	-99.9	23.8985	0.0691	23.1336	0.0389	22.4278	0.0271	21.7378	0.0211	24.218606	0.024600	23.349980	0.010000	22.464092	0.010000	21.769773	0.010000	21.501293	0.010000	20.975688	0.030600	20.544603	0.013100	20.329567	0.010100	286119000	0.400	9.95579	0.899005	2	K	-7.52	1.28	-1.72	-2.00	0.00	-9.99	-4.75	2.04
020181269	VVDS-J022740.41-043601.4	36.9184082	-4.600412	0.5203	4	21.4659	-99.9	-99.9	22.7992	0.0471	22.1592	0.0265	21.8291	0.0227	21.4659	0.0166	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	9999980	0.500	9.11712	2.13866	-99.9	E	-22.04	6.19	-9.75	3.20	0.00	-9.99	-9.46	2.98
020181274	VVDS-J022539.33-043559.1	36.4138832	-4.5997734	0.6349	3	23.6317	-99.9	-99.9	24.9782	0.2219	24.2458	0.1515	23.2121	0.0811	23.6317	0.1818	25.470305	0.045300	25.219572	0.022900	24.714425	0.019000	24.210500	0.016600	24.489045	0.054700	25.635776	1.243400	26.631485	2.035600	23.754340	0.137300	508801000	0.100	8.53951	-0.415131	2	K	-30.00	6.97	-68.62	15.35	0.00	-9.99	-5.25	16.30
020181327	VVDS-J022735.65-043602.3	36.898571	-4.6006478	0.5088	2	22.6793	-99.9	-99.9	24.5866	0.1669	23.4204	0.0685	23.7003	0.1017	22.6793	0.0537	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	-99.9	570884000	0.000	8.91890	-1.36346	4	V	-12.20	4.60	-2.71	8.68	0.00	-9.99	-0.23	8.24
020181338	VVDS-J022528.75-043559.1	36.3698061	-4.5997707	0.5805	4	23.1466	-99.9	-99.9	24.3541	0.0642	24.0004	0.0615	23.6554	0.0557	23.1466	0.0549	24.415575	0.021700	24.157795	0.011000	23.607014	0.010000	23.167449	0.010000	23.247833	0.022100	23.009454	0.089400	22.622231	0.058300	22.408826	0.046000	508801000	0.100	8.86058	-0.0940595	4	K	-44.86	5.48	-112.88	18.56	0.00	-9.99	-21.72	6.26
020181412	VVDS-J022730.05-043558.3	36.8752177	-4.5995414	0.5199	2	23.7286	-99.9	-99.9	25.3585	0.2023	24.6258	0.1221	24.1127	0.097	23.7286	0.0853	25.564900	0.063800	24.985583	0.026200	23.973156	0.013600	23.631188	0.013600	23.551341	0.031200	23.475201	0.116400	23.917609	0.200200	23.201699	0.112000	1015190000	0.000	8.66321	-1.06309	3	K	-36.28	6.30	-6.32	11.45	0.00	-9.99	-9.60	9.28
